Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
391,0.5,0.5,0,0,0,1,6,5,5,5,3,5,3,4,4.33,5,3,5,3,6,2,5,4,5,5,3.86,5,4,5,5,5,4.80,5,4,5,4.67,3,6,5,3,5,4.25,5,5,3,5,3,5,4.20,6,3,5,6,5,5,5.40,4,5,5,5,3,4.25,6,6,6,6.00,3,data base admin,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,none,to see how people are biased,2
392,0.5,0.5,0,0,0,1,7,7,7,2,6,2,6,7,6.67,2,6,2,6,2,6,7,7,7,7,6.57,7,7,7,7,6,6.80,7,6,5,6.00,6,6,2,6,6,6.00,7,4,4,6,4,4,4.40,7,1,7,7,7,7,7.00,6,6,6,2,6,6.00,7,7,7,7.00,3,editor,0,1981,35,2,0.50,0,1,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,none,I don't know,2
393,0.5,0.5,0,0,0,1,2,5,5,5,3,2,6,5,4.33,5,3,5,3,5,3,7,7,7,7,5.29,7,6,7,6,4,6.00,4,6,7,5.67,6,5,3,5,4,5.00,6,1,1,1,2,1,1.20,7,1,7,6,7,6,6.60,6,5,6,3,5,5.50,6,6,6,6.00,3,professor,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,3,,1,0,no,awareness of political bias,2
394,0.5,0.5,0,0,0,1,5,5,6,3,5,3,5,6,5.33,3,5,4,4,4,4,6,7,6,7,5.57,7,5,6,5,5,5.60,5,5,6,5.33,2,3,4,4,2,2.75,2,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,3,2,2,5,3,2.50,6,6,6,6.00,3,"Engineer, project manager",0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,"No errors, well done and easily understood",The effect of reading and article on attitudes towards bais,2
395,0.5,0.5,0,0,0,1,4,5,5,3,5,2,6,6,5.17,5,3,5,3,5,3,7,7,6,7,5.14,6,6,7,5,6,6.00,5,4,3,4.00,5,6,2,6,6,5.75,7,2,6,5,5,5,4.60,7,3,5,7,7,7,6.60,6,7,7,2,6,6.50,7,7,7,7.00,3,Customer service,0,1979,37,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,No.,To measure if there's public support for doing something about this. I think the best outcome would be classes in medical school and ongoing training. That should be about all biases of doctors because we know they also have them based on race.,3
396,0.5,0.5,0,0,0,1,6,6,6,2,6,2,6,6,6.00,2,6,2,6,2,6,6,6,6,6,6.00,6,6,6,6,5,5.80,4,4,4,4.00,5,5,3,5,5,5.00,5,6,6,6,6,6,6.00,6,3,5,6,5,6,5.60,5,5,5,3,5,5.00,6,6,6,6.00,3,Sales,0,1962,54,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,I thought the survey was well written,To study and understand bias against older people,2
397,0.5,0.5,0,0,0,1,4,4,5,4,4,5,3,6,4.33,5,3,5,3,5,3,7,5,6,6,4.71,5,6,4,4,4,4.60,5,7,6,6.00,5,5,3,5,5,5.00,6,6,6,6,6,6,6.00,6,3,5,7,5,6,5.80,5,5,5,5,3,4.50,3,6,7,5.33,3,Retail,0,1989,27,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,,#NULL!
398,0.5,0.5,0,0,0,1,2,5,6,4,4,3,5,6,4.67,5,3,5,3,5,3,6,5,6,6,4.57,5,5,6,4,4,4.80,4,4,4,4.00,3,2,2,6,5,4.00,3,4,4,4,4,4,4.00,5,2,6,6,2,5,4.80,3,5,4,3,5,4.25,1,1,1,1.00,4,Electronic Technician,0,1968,48,1,-0.50,0,0,1,0,0,0,,-0.50,5,4,4.00,4.50,3,,1,0,No,Bias,2
399,0.5,0.5,0,0,0,1,5,6,6,3,5,3,5,6,5.50,5,3,5,3,5,3,5,5,5,5,4.14,6,6,6,6,6,6.00,4,5,5,4.67,5,5,3,5,5,5.00,5,6,6,6,6,6,6.00,6,4,4,4,4,4,4.40,6,4,4,4,4,4.50,6,6,6,6.00,3,programmer,0,1973,43,1,-0.50,0,1,0,0,0,0,,0.50,1,5,3.00,2.00,1,,1,0,none,opinions on implicit biases,2
400,0.5,0.5,0,0,0,1,4,6,4,3,5,3,5,6,5.00,3,5,3,5,3,5,5,7,7,7,5.86,6,6,6,6,6,6.00,6,6,6,6.00,3,2,6,2,3,2.50,3,2,2,2,1,1,1.60,7,1,7,6,7,6,6.60,3,2,2,6,2,2.25,5,5,5,5.00,3,homemaker,0,1966,50,1,-0.50,0,0,1,0,0,0,,-0.50,3,4,4.00,3.50,1,,1,0,No,To see if we understod implicit bias,2
401,0.5,0.5,0,0,0,1,3,7,7,2,6,1,7,7,6.17,3,5,3,5,3,5,6,7,7,7,6.00,7,7,7,7,1,5.80,4,7,7,6.00,6,6,1,7,4,5.75,5,5,6,6,1,1,3.80,6,1,7,4,6,6,5.80,6,6,6,1,7,6.25,5,5,6,5.33,3,computer repair tech,0,1973,43,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,,,2
402,0.5,0.5,0,0,0,1,6,6,6,7,1,1,7,7,5.50,6,2,3,5,3,5,7,7,7,7,5.71,7,7,7,7,7,7.00,7,7,7,7.00,4,6,5,3,4,4.25,5,5,5,6,5,5,5.20,5,3,5,5,6,5,5.20,5,5,5,4,4,4.75,4,5,4,4.33,3,accountant,0,1960,56,2,0.50,0,1,0,0,0,0,,0.50,4,4,4.00,4.00,1,,1,0,none.,implicit bias,2
403,0.5,0.5,0,0,0,1,6,6,6,2,6,2,6,6,6.00,3,5,3,5,3,5,6,7,6,7,5.86,7,7,7,7,7,7.00,6,6,6,6.00,3,3,6,2,3,2.75,2,2,2,5,2,1,2.40,6,1,7,7,7,7,6.80,2,2,2,6,2,2.00,6,6,6,6.00,3,Musician,0,1957,59,1,-0.50,0,0,0,0,1,0,,0.50,5,4,4.00,4.50,2,,1,0,Thank you for the opportunity to participate,Understanding if one has has uncontrollable sub conscious thoughts about stereotyping,2
404,0.5,0.5,0,0,0,1,6,7,7,2,6,2,6,7,6.50,3,5,3,5,2,6,7,7,6,7,6.14,7,5,7,6,6,6.20,4,6,6,5.33,6,5,3,5,5,5.25,5,2,4,4,2,1,2.60,6,2,6,6,7,7,6.40,5,5,5,2,6,5.25,7,7,7,7.00,3,Property and Landscape Manager,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,None,To study how we judge others for having biases,2
405,0.5,0.5,0,0,0,1,5,3,6,3,5,2,6,6,5.17,5,3,3,5,2,6,6,5,6,6,5.29,6,5,6,2,4,4.60,5,6,3,4.67,5,2,3,5,5,4.25,5,1,1,5,1,2,2.00,7,2,6,7,6,6,6.40,3,6,5,5,3,4.25,6,6,6,6.00,3,college consultant,0,1966,50,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,noope,personal perception of bias based on self concept,1
406,0.5,0.5,0,0,0,1,7,7,7,1,7,1,7,7,7.00,3,5,2,6,2,6,6,7,7,7,6.29,7,5,6,6,6,6.00,6,6,6,6.00,3,3,2,6,2,3.50,7,2,2,3,2,1,2.00,7,1,7,7,7,7,7.00,2,5,5,3,5,4.25,6,6,6,6.00,3,retail,0,1991,25,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,,,2
407,0.5,0.5,0,0,0,1,6,7,7,2,6,1,7,6,6.50,2,6,2,6,4,4,6,7,6,7,6.00,7,7,7,5,7,6.60,3,6,5,4.67,3,4,2,6,3,4.00,5,2,3,5,4,4,3.60,7,1,7,7,7,7,7.00,3,1,3,5,3,2.50,4,6,4,4.67,3,STAY AT HOME MOM,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,"WHEN IT COMES TO BIAS, IT IS SOMETHING THAT IS CHALLENGING TO TALK ABOUT DUE TO THE POLITICAL CLIMATE OF TODAY",TO MAKE PEOPLE AWARE OF THEIR OWN BIAS AND SEE HOW FORTHCOMING THEY ARE WITH THE INFORMATION,2
408,0.5,0.5,0,0,0,1,6,6,6,6,2,2,6,6,5.33,2,6,2,6,2,6,6,6,6,6,6.00,6,6,6,6,6,6.00,6,6,6,6.00,3,3,6,2,2,2.50,2,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,2,2,2,5,3,2.25,6,6,6,6.00,3,Small business owner,0,1991,25,2,0.50,0,0,1,0,0,1,,0.50,1,7,1.00,1.00,1,,1,0,,Our bias,2
409,0.5,0.5,0,0,0,1,6,7,6,4,4,2,6,6,5.83,2,6,3,5,4,4,7,7,7,7,6.14,6,5,7,4,4,5.20,5,5,5,5.00,6,6,3,5,5,5.50,4,6,6,4,6,4,5.20,6,1,7,5,7,5,6.00,3,2,4,5,3,3.00,7,7,7,7.00,3,Finance Assistant,0,1991,25,1,-0.50,0,0,0,1,0,0,,0.50,7,1,7.00,7.00,2,,1,0,No,"Determining whether you share your own personal biases, much like doctors do.",2
410,0.5,0.5,0,0,0,1,6,7,7,1,7,2,6,5,6.33,2,6,2,6,2,6,7,7,7,7,6.57,7,7,7,7,4,6.40,7,7,6,6.67,5,5,4,4,5,4.75,5,2,6,6,2,2,3.60,6,2,6,6,6,6,6.00,5,6,5,2,6,5.50,6,6,6,6.00,3,self employed,0,1981,35,2,0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,3,,1,0,no,opinions on implicit bias,2
411,0.5,0.5,0,0,0,1,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,6,6,6.60,7,7,6,6.67,7,6,7,1,5,4.75,7,3,2,2,2,2,2.20,2,5,3,5,2,2,2.80,6,2,2,5,3,3.25,5,6,6,5.67,3,Site superintendant,0,1973,43,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,No,Implicit biases that doctors may have towards patients.,2
412,0.5,0.5,0,0,0,1,1,1,1,7,1,7,1,1,1.00,7,1,7,1,7,1,7,2,4,1,2.43,1,1,1,1,1,1.00,1,1,1,1.00,7,7,1,7,7,7.00,1,1,1,1,1,1,1.00,7,5,3,7,4,6,5.40,7,1,7,6,2,4.25,7,7,7,7.00,3,writer,0,1992,24,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,,,2
413,0.5,0.5,0,0,0,1,5,5,6,4,4,4,4,4,4.67,5,3,4,4,4,4,5,5,4,5,4.29,4,4,4,5,5,4.40,5,4,4,4.33,5,4,5,3,4,4.00,5,3,4,4,4,3,3.60,5,5,3,4,5,5,4.40,4,5,5,3,5,4.75,3,4,5,4.00,3,technician,0,1992,24,2,0.50,0,1,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,,opinion about physicians,2
414,0.5,0.5,0,0,0,1,5,5,5,3,5,3,5,6,5.17,5,3,3,5,5,3,5,5,5,5,4.43,5,5,6,5,5,5.20,4,6,4,4.67,4,5,5,3,5,4.25,3,5,5,6,5,5,5.20,5,3,5,5,5,5,5.00,5,5,5,3,5,5.00,5,5,5,5.00,3,Office Manager,0,1985,31,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,Study ran smoothly and was easy to understand and participate in.,How people judge others for being bias,2
415,0.5,0.5,0,0,0,1,4,6,6,3,5,2,6,6,5.50,4,4,4,4,4,4,6,7,6,7,5.43,7,6,7,7,6,6.60,4,6,6,5.33,2,5,5,3,2,3.00,2,6,6,6,2,2,4.40,7,2,6,7,7,7,6.80,2,2,5,6,2,2.75,4,6,6,5.33,3,payroll clerk,0,1947,69,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,About stereotype about older people and how doctors treat them,2
416,0.5,0.5,0,0,0,1,4,6,6,5,3,3,5,5,4.83,3,5,3,5,5,3,5,6,6,6,5.14,7,5,7,2,4,5.00,4,6,4,4.67,5,5,3,5,5,5.00,5,4,4,4,4,4,4.00,5,3,5,5,5,5,5.00,5,3,3,4,4,3.75,6,6,5,5.67,3,Public safety,0,1984,32,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,Thank you,To see how people view implicit bias in a non-race related aspect.,2
417,0.5,0.5,0,0,0,1,5,7,7,1,7,1,7,7,6.67,5,3,5,3,5,3,7,7,7,7,5.29,7,7,7,7,7,7.00,7,7,7,7.00,5,7,3,5,5,5.50,6,1,1,1,1,1,1.00,7,3,5,7,2,6,5.40,5,6,3,3,5,4.75,6,6,7,6.33,3,WRITER,0,1968,48,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,,not sure,3
418,0.5,0.5,0,0,0,1,4,5,6,3,5,3,5,5,5.00,4,4,3,5,3,5,6,6,6,6,5.43,6,5,6,6,6,5.80,6,6,6,6.00,5,5,4,4,4,4.50,5,5,3,5,5,5,4.60,5,3,5,5,5,5,5.00,4,3,3,4,4,3.50,2,2,4,2.67,4,student,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,,,2
419,0.5,0.5,0,0,0,1,7,5,5,1,7,1,7,7,6.33,2,6,3,5,5,3,6,6,6,6,5.43,6,6,6,5,5,5.60,4,5,4,4.33,6,6,5,3,5,5.00,5,4,5,5,4,5,4.60,7,1,7,7,7,6,6.80,6,5,5,2,6,5.50,7,7,7,7.00,3,Video Editor,0,1992,24,1,-0.50,1,0,0,1,0,0,,0.50,4,6,2.00,3.00,4,Green,1,0,,To gauge people's opinion toward bias.,2
420,0.5,0.5,0,0,0,1,2,4,3,5,3,2,6,6,4.00,6,2,5,3,5,3,6,6,5,6,4.43,7,5,6,5,5,5.60,2,5,3,3.33,6,5,3,5,5,5.25,6,6,5,5,6,2,4.80,6,2,6,5,7,5,5.80,5,2,5,4,4,4.00,2,7,6,5.00,3,Student,0,1990,26,1,-0.50,0,0,0,1,0,0,,0.50,2,6,2.00,2.00,1,,1,0,"None, thank you!",I think the purpose was to check if people thought they had implicit bias and what could be done about it.,2
421,0.5,0.5,0,0,0,1,5,5,6,3,5,2,6,6,5.50,3,5,3,5,3,5,6,6,6,6,5.57,6,6,6,6,6,6.00,6,6,6,6.00,3,3,3,5,3,3.50,2,5,5,6,5,6,5.40,5,3,5,5,6,6,5.40,3,3,3,4,4,3.25,5,6,6,5.67,3,retail,0,1972,44,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,im not sure,2
422,0.5,0.5,0,0,0,1,4,5,4,4,4,2,6,7,5.00,5,3,6,2,5,3,7,6,7,6,4.86,7,5,7,5,4,5.60,3,5,4,4.00,6,5,6,2,6,4.75,5,5,5,6,5,6,5.40,7,6,2,5,6,5,5.00,6,5,5,4,4,5.00,5,6,6,5.67,3,dietary aide,0,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,I believe all people have some sort of biase.,To see how people feel about biased actions.,3
423,0.5,0.5,0,0,0,1,3,2,2,5,3,2,6,5,3.50,4,4,5,3,5,3,6,6,6,6,4.86,6,3,5,2,5,4.20,2,6,6,4.67,6,6,3,5,3,5.00,4,2,5,6,2,4,3.80,7,2,6,7,7,6,6.60,5,3,5,2,6,4.75,4,4,5,4.33,3,small business owner,0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,not sure,2
424,0.5,0.5,0,0,0,1,4,5,2,5,3,5,3,6,3.83,6,2,3,5,2,6,3,3,2,6,3.86,4,6,2,4,3,3.80,4,3,3,3.33,3,4,3,5,2,3.50,3,3,4,3,3,4,3.40,3,2,6,3,4,5,4.20,2,2,3,5,3,2.50,2,3,2,2.33,3,finance,0,1991,25,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,n/a,priming,1
425,0.5,0.5,0,0,0,1,4,3,4,4,4,3,5,5,4.17,1,7,3,5,4,4,4,2,5,3,4.29,2,3,2,2,5,2.80,2,3,2,2.33,3,3,3,5,2,3.25,4,4,2,3,4,4,3.40,5,4,4,4,5,2,4.00,5,2,3,4,4,3.50,4,4,3,3.67,3,auditor,0,1992,24,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,not sure,bias,1
426,0.5,0.5,0,0,0,1,5,4,6,4,4,4,4,6,4.83,5,3,5,3,6,2,5,7,7,6,4.71,4,7,3,7,6,5.40,4,5,4,4.33,2,2,1,7,2,3.25,4,6,5,6,5,6,5.60,5,2,6,6,4,6,5.40,2,2,2,5,3,2.25,2,5,5,4.00,3,Retail Associate,0,1993,23,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,Nope,No idea,2
427,0.5,0.5,0,0,0,1,6,7,7,1,7,1,7,7,6.83,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,6,7,6.80,7,7,7,7.00,1,3,5,3,3,2.50,4,1,3,7,1,7,3.80,6,1,7,6,7,6,6.40,1,1,1,5,3,1.50,6,7,7,6.67,3,Game moderator,0,1983,33,2,0.50,1,0,0,0,0,0,,0.50,1,7,1.00,1.00,3,,1,0,,Bias Attitudes,2
